DOC Start at : Sun Feb 14 11:08:44 2021

Frq. Band 1: 1585 - 1605 Hz  Frq. Band 2: 1900 - 1920 Hz  (Sample Freq: 44100 Hz  Frequency Resolution: 3 Hz  --> Sample Size (Chunk): 14700)
ID          time   Frq Hz: 1584    1586    1590    1592    1596    1599    1602    1898    1902    1905    1908    1911    1914    1917        avg FB1/FB2/sum   max FB1/F / max FB2/F / sum smp/sec
P3 1613319105 11:11:45       15      22       3      29       7      28       6      80      81      55     107      48      33      92       15     70     85    29 1592    107 1908    136   4
P3 1613319106 11:11:46        7      42       4      17       3       7      18      23      96      22      25      12      49       0       14     32     46    42 1586     96 1902    138   2
P3 1613319107 11:11:47       72      56     189     153      93     182    2119   23991   14072    1992    2610    9402    1782    6087      409   8562   8971  2119 1602  23991 1898  26110   3
P3 1613319108 11:11:48       48      57     107     130     184     200      29      18      99      52      22      38     799    4075      107    729    836   200 1599   4075 1917   4275   2
P3 1613319109 11:11:49      943     116      61     414    1202     339     461      61     234    1127     534     160     317     225      505    379    884  1202 1596   1127 1905   2329   2
P3 1613319110 11:11:50      268      47     106      74     193    1840     782    6813    4842    5506    4110    5119    6067    8522      472   5854   6326  1840 1599   8522 1917  10362   3
P3 1613319111 11:11:51       71      57      36      58      57      58       7      45      36      44      62      67       6      30       49     41     90    71 1584     67 1911    138   3
P3 1613319112 11:11:52      245     413     162     317     156      43     223     355     167     124      84      60     228     104      222    160    382   413 1586    355 1898    768   1
P3 1613319113 11:11:53       24      62     145     152      68      78      91      87       5       8      24      34      30       2       88     27    115   152 1592     87 1898    239   3
P3 1613319114 11:11:54        3      22      49      15       0      55      44      22       8      13      50      15      70      33       26     30     56    55 1599     70 1914    125   3
P3 1613319115 11:11:55       49      80     164      40      34      51       5      12      16      30      23      28       0      99       60     29     89   164 1590     99 1917    263   3
P3 1613319116 11:11:56       35      35      26      15       0      44      89       3      35      81      64      19       6      88       34     42     76    89 1602     88 1917    177   3
P3 1613319117 11:11:57       34      41      10      14      26      15      34       1       4      14       3       1      57      23       24     14     38    41 1586     57 1914     98   3
P3 1613319118 11:11:58        2      41      73       9       1       8       9      19      27       1      19      15       4       2       20     12     32    73 1590     27 1902    100   4
P3 1613319119 11:11:59       65      95      76      49      11      20      62      41      60      79     180     114      23      97       54     84    138    95 1586    180 1908    275   3
P3 1613319120 11:12:00       47     101     141     241    1652     223    1421    1218     115     483     161     425    1053    1781      546    748   1294  1652 1596   1781 1917   3433   3
P3 1613319121 11:12:01      484    1278     606      90    8522   11320   12842     171     113     225      87       3     140      68     5020    115   5135 12842 1602    225 1905  13067   1
P3 1613319122 11:12:02        3       9       4       6      38      25      11      45      26     120     127     106      34       1       13     65     78    38 1596    127 1908    165   3
P3 1613319123 11:12:03        0      71       2      86     191     140     431     155     132     198     118      52     239     234      131    161    292   431 1602    239 1914    670   3
P3 1613319124 11:12:04     3161    1910    1127     347     497    1169    2005    9227    3278    3226    5489    3220     396      79     1459   3559   5018  3161 1584   9227 1898  12388   3
P3 1613319125 11:12:05      301      66      24     215     381     267      20      79     124      29      61      23     191     235      182    106    288   381 1596    235 1917    616   3
P3 1613319126 11:12:06    10774    2993    2473    1196     964     533     698   23399   14571   18804   42344   39718   67305  116716     2804  46122  48926 10774 1584  116716 1917  127490   1
P3 1613319127 11:12:07        1      35       2      34      19      21      11     113       1      17      15     233     254      97       17    104    121    35 1586    254 1914    289   3

Frq. Band 1: 1585 - 1605 Hz  Frq. Band 2: 1900 - 1920 Hz  (Sample Freq: 44100 Hz  Frequency Resolution: 3 Hz  --> Sample Size (Chunk): 14700)
ID          time   Frq Hz: 1584    1586    1590    1592    1596    1599    1602    1898    1902    1905    1908    1911    1914    1917        avg FB1/FB2/sum   max FB1/F / max FB2/F / sum smp/sec
P3 1613319128 11:12:08      498    1212     767     320    5322   26973   37699      54      39      25     123      48       8       5    10398     43  10441 37699 1602    123 1908  37822   3
P3 1613319129 11:12:09      520      66     501     242    1221    3294     185    2039    1696    2996    6011    6454    7404    7306      861   4843   5704  3294 1599   7404 1914  10698   1
P3 1613319130 11:12:10      156     223     459      99     374    2128    1293      35     169    2672    7301     870    3460    6057      676   2937   3613  2128 1599   7301 1908   9429   3
P3 1613319131 11:12:11       19      10      47      34      50      43      27     337     246     140    1092     288     509     185       32    399    431    50 1596   1092 1908   1142   3
DOC End   at : Sun Feb 14 11:12:12 2021 by CTRL-C
DOC Start at : Sun Feb 14 11:23:30 2021

Frq. Band 1: 1585 - 1605 Hz  Frq. Band 2: 1900 - 1920 Hz  (Sample Freq: 44100 Hz  Frequency Resolution: 3 Hz  --> Sample Size (Chunk): 14700)
ID          time   Frq Hz: 1584    1586    1590    1592    1596    1599    1602    1898    1902    1905    1908    1911    1914    1917        avg FB1/FB2/sum   max FB1/F / max FB2/F / sum smp/sec
P3 1613319811 11:23:31      265     471     125      34      43      86      19       5     109      83     127     264      99      66      149    107    256   471 1586    264 1911    735   1
P3 1613319812 11:23:32      115      12     133      19     102     134     146      75     222    1079    1238    1077     204     186       94    583    677   146 1602   1238 1908   1384   3
P3 1613319813 11:23:33      130      58      47     124     256      42      17      92     131     357     203     144     313     151       96    198    294   256 1596    357 1905    613   1
P3 1613319814 11:23:34      135      18      39       9     402     110     158    1718     540    1131     865     224    1594    1606      124   1096   1220   402 1596   1718 1898   2120   2
P3 1613319815 11:23:35     2511   70591   71396    9864    5373    6906    7310      58    7408   10118    8369    7605   14791    2974    24850   7331  32181 71396 1590  14791 1914  86187   3
P3 1613319816 11:23:36      191     403     236     891    2187     780    1014    4952      51     673    3228    3097    9169   11833      814   4714   5528  2187 1596  11833 1917  14020   4
P3 1613319817 11:23:37      795     273      51    1037     495     471     673     334     722     698      75      36     388     540      542    399    941  1037 1592    722 1902   1759   2
P3 1613319818 11:23:38        1       0      88     158      95     619     280     108    1370    2448    1828    2661    2984     404      177   1686   1863   619 1599   2984 1914   3603   2
P3 1613319819 11:23:39      673     290     365     236     361    1423    5636    1174   25690   30949    4168   15374   22353   27260     1283  18138  19421  5636 1602  30949 1905  36585   3
P3 1613319820 11:23:40     3605    1354    2448    7908   10076    6567   26252   32467   36026    5814   18682   61547   26650     997     8315  26026  34341 26252 1602  61547 1911  87799   2
P3 1613319821 11:23:41      144      16      75      10      77      52     192     423    1324     925     600     348      33      86       80    534    614   192 1602   1324 1902   1516   3
P3 1613319822 11:23:42       17      12      56      28       4      27      73      62      53      23      56     135     134      27       31     70    101    73 1602    135 1911    208   4
P3 1613319823 11:23:43    40343   24982   23605    6790   12524   33938   13815   39250   52037   78187    9765   26198   18737     603    22285  32111  54396 40343 1584  78187 1905  118530   1
